Rk,Name,Pos,Tm,Salary
,Maurice Hurst\HursMa00,DT,OAK,"$570,000 "
,Jack Cichy\CichJa00,ILB,TAM,"$570,000 "
,Kevin Toliver\ToliKe00,DB,CHI,"$570,000 "
,R.J. McIntosh\McInR.00,DT,NYG,"$570,000 "
,Bilal Nichols\NichBi00,DT,CHI,"$570,000 "
,Zeke Turner\TurnZe00,S,ARI,"$570,000 "
,Levi Wallace\WallLe00,CB,BUF,"$570,000 "
,Jacob Martin\MartJa02,LB,HOU,"$570,000 "
,Korey Cunningham\CunnKo00,OT,NWE,"$570,000 "
,Robert Davis\DaviRo00,WR,WAS,"$570,000 "
,Brandon Facyson\FacyBr00,CB,LAC,"$570,000 "
,Tyler Lancaster\LancTy00,DL,GNB,"$570,000 "
,Sam Darnold\DarnSa00,QB,NYJ,"$570,000 "
,Jamil Demby\DembJa00,OT,LAR,"$570,000 "
,Matthew Adams\AdamMa00,LB,IND,"$570,000 "
,Justin Murray\MurrJu00,T,ARI,"$570,000 "
,Will Dissly\DissWi00,TE,SEA,"$570,000 "
,Ryan Lewis\LewiRy01,DB,3TM,"$570,000 "
,Mo Alie-Cox\AlieMo00,TE,IND,"$570,000 "
,Phillip Lindsay\LindPh00,RB,DEN,"$570,000 "
,DaeSean Hamilton\HamiDa01,WR,DEN,"$570,000 "
,James Crawford\CrawJa01,LB,MIA,"$570,000 "
,Davontae Harris\HarrDa05,CB,DEN,"$570,000 "
,Zach Pascal\PascZa00,WR,IND,"$570,000 "
,Olasunkanmi Adeniyi\AdenOl00,DE,PIT,"$570,000 "
,Deon Yelder\YeldDe00,TE,KAN,"$570,000 "
,Aaron Stinnie\StinAa00,G,TEN,"$570,000 "
,Josey Jewell\JeweJo00,ILB,DEN,"$570,000 "
,Dan Arnold\ArnoDa00,WR,NOR,"$570,000 "
,DeAndre Carter\CartDe02,WR,HOU,"$570,000 "
,Ian Thomas\ThomIa00,TE,CAR,"$570,000 "
,Kyzir White\WhitKy00,S,LAC,"$570,000 "
,J.T. Gray\GrayJ.00,DB,NOR,"$570,000 "
,Ja'Whaun Bentley\BentJa00,ILB,NWE,"$570,000 "
,KhaDarel Hodge\HodgKh00,WR,CLE,"$570,000 "
,Efe Obada\ObadEf00,LB,CAR,"$570,000 "
,Chris Board\BoarCh00,LB,BAL,"$570,000 "
,Daniel Carlson\CarlDa00,K,OAK,"$570,000 "
,Boston Scott\ScotBo02,RB,PHI,"$570,000 "
,Andrew Wylie\WyliAn00,T,KAN,"$570,000 "
,Shaun Dion Hamilton\DionSh00,LB,WAS,"$570,000 "
,Robert Tonyan\TonyRo00,TE,GNB,"$570,000 "
,Tre Flowers\FlowTr01,SS,SEA,"$570,000 "
,John Kelly\KellJo00,RB,LAR,"$570,000 "
,Trey Quinn\QuinTr00,WR,WAS,"$570,000 "
,Dee Virgin\VirgDe00,CB,DET,"$570,000 "
,Antonio Callaway\CallAn00,WR,CLE,"$570,000 "
,Dennis Gardeck\GardDe01,LB,ARI,"$570,000 "
,Brett Maher\MaheBr01,K,DAL,"$570,000 "
,Foyesade Oluokun\OluoFo00,S,ATL,"$570,000 "
,Reggie Gilbert\GilbRe01,LB,TEN,"$570,000 "
,Javon Wims\WimsJa00,WR,CHI,"$570,000 "
,Tre Herndon\HernTr00,CB,JAX,"$570,000 "
,Tavierre Thomas\ThomTa01,DB,CLE,"$570,000 "
,Sharif Finch\FincSh00,LB,TEN,"$570,000 "
,Tony Brown\BrowTo01,CB,GNB,"$570,000 "
,Josh Rosen\RoseJo01,QB,MIA,"$570,000 "
,Jaylen Samuels\SamuJa00,RB,PIT,"$570,000 "
,Vyncint Smith\SmitVy00,WR,NYJ,"$570,000 "
,Josh Sweat\SweaJo00,DE,PHI,"$570,000 "
,Breon Borders\BordBr00,CB,JAX,"$570,000 "
,DeShon Elliott\ElliDe02,SS,BAL,"$570,000 "
,Bradley Bozeman\BozeBr00,C,BAL,"$570,000 "
,Cethan Carter\CartCe00,TE,CIN,"$570,000 "
,Marquis Haynes\HaynMa01,OLB,CAR,"$570,000 "
,Chris Jones\JoneCh06,CB,ARI,"$570,000 "
,Devaroe Lawrence\LawrDe02,DL,CLE,"$570,000 "
,Trent Sherfield\SherTr00,WR,ARI,"$570,000 "
,Ray-Ray McCloud\McClRa00,WR,CAR,"$570,000 "
,Michael Dickson\DickMi00,P,SEA,"$570,000 "
,Jordan Whitehead\WhitJo03,SS,TAM,"$570,000 "
,Mike McGlinchey\McGlMi00,OT,SFO,"$570,000 "
,Justin Jackson\JackJu01,RB,LAC,"$570,000 "
,Malik Turner\TurnMa00,WR,SEA,"$570,000 "
,Matt Pryor\PryoMa00,OT,PHI,"$570,000 "
,Gus Edwards\EdwaGu00,RB,BAL,"$570,000 "
,Kaare Vedvik\VedvKa00,P,NYJ,"$570,000 "
,Russell Gage\GageRu00,WR,ATL,"$570,000 "
,Trey Marshall\MarsTr00,S,DEN,"$570,000 "
,Marcell Harris\HarrMa03,S,SFO,"$570,000 "
,Taron Johnson\JohnTa01,CB,BUF,"$570,000 "
,Wyatt Teller\TellWy00,OG,CLE,"$570,000 "
,Kalen Ballage\BallKa00,RB,MIA,"$570,000 "
,Mason Cole\ColeMa02,C,ARI,"$570,000 "
,Cassanova McKinzy\McKiCa01,LB,WAS,"$570,000 "
,Brandon Zylstra\ZylsBr00,WR,CAR,"$570,000 "
,Shaquem Griffin\GrifSh01,OLB,SEA,"$570,000 "
,Craig James\JameCr01,CB,PHI,"$570,000 "
,Logan Cooke\CookLo00,P,JAX,"$570,000 "
,George Odum\OdumGe00,S,IND,"$570,000 "
,Austin Calitro\CaliAu00,LB,JAX,"$570,000 "
,Avonte Maddox\MaddAv00,CB,PHI,"$570,000 "
,River Cracraft\CracRi00,WR,DEN,"$570,000 "
,Will Redmond\RedmWi00,CB,GNB,"$570,000 "
,Trenton Scott\ScotTr01,T,LAC,"$570,000 "
,Garrett Gilbert\GilbGa01,QB,CLE,"$570,000 "
,Genard Avery\AverGe00,LB,CLE,"$570,000 "
,Corey Thompson\ThomCo02,LB,BUF,"$570,000 "
,Luke Falk\FalkLu00,QB,NYJ,"$570,000 "
,Harvey Langi\LangHa00,ILB,NYJ,"$570,000 "
,Armani Watts\WattAr00,FS,KAN,"$570,000 "
,Antwaun Woods\WoodAn02,NT,DAL,"$570,000 "
,Taybor Pepper\PeppTa00,LS,MIA,"$570,000 "
,Jermaine Grace\GracJe00,LB,ATL,"$570,000 "
,Harrison Phillips\PhilHa00,DT,BUF,"$570,000 "
,Sebastian Joseph\JoseSe00,DT,LAR,"$570,000 "
,Poona Ford\FordPo00,DT,SEA,"$570,000 "
,Darrel Williams\WillDa10,RB,KAN,"$570,000 "
,Chase Edmonds\EdmoCh00,RB,ARI,"$570,000 "
,Mike Boone\BoonMi00,RB,MIN,"$570,000 "
,Buddy Howell\HoweGr00,RB,HOU,"$570,000 "
,Keion Crossen\CrosKe00,CB,HOU,"$570,000 "
,Demone Harris\HarrDe06,DE,TAM,"$570,000 "
,Tim Boyle\BoylTi00,QB,GNB,"$570,000 "
,Tra Carson\CarsTr01,HB,GNB,"$570,000 "
,Tim Patrick\PatrTi00,WR,DEN,"$570,000 "
,Dalyn Dawkins\DawkDa01,RB,TEN,"$570,000 "
,Matt Dickerson\DickMa00,DE,TEN,"$570,000 "
,Kenny Young\YounKe03,LB,BAL,"$570,000 "
,Devante Downs\DownDe00,LB,MIN,"$570,000 "
,Robert Foster\FostRo01,WR,BUF,"$570,000 "
,Cameron Johnston\JohnCa02,P,PHI,"$570,000 "
,Damion Ratley\RatlDa00,WR,CLE,"$570,000 "
,Jeff Wilson\WilsJe01,RB,SFO,"$570,000 "
,Dane Cruikshank\CruiDa00,CB,TEN,"$570,000 "
,Roderick Johnson\JohnRo06,OT,HOU,"$570,000 "
,Trevor Daniel\DaniTr00,P,HOU,"$570,000 "
,Will Clapp\ClapWi00,C,NOR,"$570,000 "
,Zach Sieler\SielZa00,DE,BAL,"$570,000 "
,Joel Iyiegbuniwe\IyieJo00,LB,CHI,"$570,000 "
,Kevin Peterson\PeteKe01,CB,ARI,"$570,000 "
,Raven Greene\GreeRa02,S,GNB,"$570,000 "
,Brian Allen\AlleBr02,C,LAR,"$570,000 "
,Andre Smith\SmitAn04,ILB,CAR,"$570,000 "
,Ben Niemann\NiemBe00,LB,KAN,"$570,000 "
,Zaire Franklin\FranZa00,LB,IND,"$570,000 "
,Doug Middleton\MiddDo01,S,MIA,"$570,000 "
,Chandon Sullivan\SullCh00,CB,GNB,"$570,000 "
,Corey Bojorquez\BojoCo00,P,BUF,"$570,000 "
,Scott Quessenberry\QuesSc00,C,LAC,"$570,000 "
,Auden Tate\TateAu00,WR,CIN,"$570,000 "
,Jake Kumerow\KumeJa00,WR,GNB,"$570,000 "
,Charvarius Ward\WardCh01,DB,KAN,"$570,000 "
,Anthony Averett\AverAn00,CB,BAL,"$570,000 "
,Tae Davis\DaviTa00,LB,NYG,"$570,000 "
,Justin Watson\WatsJu01,WR,TAM,"$570,000 "
,Baker Mayfield\MayfBa00,QB,CLE,"$570,000 "
,Dontrell Hilliard\HillDo00,RB,CLE,"$570,000 "
,Darius Phillips\PhilDa02,CB,CIN,"$570,000 "
,Pharaoh Brown\BrowPh01,TE,CLE,"$570,000 "
,Alex Light\LighAl00,T,GNB,"$570,000 "
,Jordan Wilkins\WilkJo01,RB,IND,"$570,000 "
,Mike Ford\FordMi01,CB,DET,"$570,000 "
,Darious Williams\WillDa09,CB,LAR,"$570,000 "
,Richie James\JameRi00,WR,SFO,"$570,000 "
,Keishawn Bierria\BierKe00,ILB,DEN,"$570,000 "
,Jalyn Holmes\HolmJa01,DE,MIN,"$570,000 "
,Marquez Valdes-Scantling\ValdMa00,WR,GNB,"$570,000 "
,Tremon Smith\SmitTr04,,2TM,"$570,000 "
,Jullian Taylor\TaylJu00,DT,SFO,"$570,000 "
,D.J. Reed\ReedD.00,CB,SFO,"$570,000 "
,Tim Settle\SettTi00,DT,WAS,"$570,000 "
,A.J. Moore\MoorA.00,DB,HOU,"$570,000 "
,Folorunso Fatukasi\FatuFo00,DT,NYJ,"$570,000 "
,Bradley Chubb\ChubBr00,DE,DEN,"$570,000 "
,Garrett Dickerson\DickGa00,TE,NYG,"$570,000 "
,Siran Neal\NealSi00,CB,BUF,"$570,000 "
,Isaac Yiadom\YiadIs00,CB,DEN,"$570,000 "
,Peter Kalambayi\KalaPe00,LB,HOU,"$570,000 "
1444,Trey Pipkins\PipkTr00,OT,LAC,"$495,000 "
,Greedy Williams\WillGr00,CB,CLE,"$495,000 "
,Zach Allen\AlleZa01,DL,ARI,"$495,000 "
,Patrick Mekari\MekaPa00,G,BAL,"$495,000 "
,Chuma Edoga\EdogCh00,OL,NYJ,"$495,000 "
,Quincy Williams\WillQu01,,JAX,"$495,000 "
,Tommy Sweeney\SweeTo00,TE,BUF,"$495,000 "
,Nick Bosa\BosaNi00,EDGE,SFO,"$495,000 "
,Taylor Rapp\RappTa00,S,LAR,"$495,000 "
,Roderic Teamer\TeamRo00,S,LAC,"$495,000 "
,Mitch Wishnowsky\WishMi00,P,SFO,"$495,000 "
,Chris Peace\PeacCh00,DE,2TM,"$495,000 "
,Jamel Dean\DeanJa00,CB,TAM,"$495,000 "
,Ken Webster\WebsKe00,CB,MIA,"$495,000 "
,Renell Wren\WrenRe00,DL,CIN,"$495,000 "
,Joey Ivie\IvieJo00,DT,KAN,"$495,000 "
,Andre Dillard\DillAn00,OL,PHI,"$495,000 "
,Terry McLaurin\McLaTe00,WR,WAS,"$495,000 "
,Shy Tuttle\TuttSh00,DL,NOR,"$495,000 "
,Khari Willis\WillKh00,S,IND,"$495,000 "
,Ugochukwu Amadi\AmadUg00,S,SEA,"$495,000 "
,David Quessenberry\QuesDa00,OT,TEN,"$495,000 "
,Mike Edwards\EdwaMi01,S,TAM,"$495,000 "
,Josh Oliver\OlivJo00,TE,JAX,"$495,000 "
,Diontae Johnson\JohnDi01,WR,PIT,"$495,000 "
,Kasey Redfern\RedfKa00,P,ATL,"$495,000 "
,Mark Walton\WaltMa00,RB,MIA,"$495,000 "
,Trent Harris\HarrTr01,DL,MIA,"$495,000 "
,Alec Ingold\IngoAl01,FB,OAK,"$495,000 "
,Dre'Mont Jones\JoneDr00,DL,DEN,"$495,000 "
,Dalton Risner\RisnDa00,OL,DEN,"$495,000 "
,Clelin Ferrell\FerrCl00,EDGE,OAK,"$495,000 "
,Dallin Leavitt\LeavDa00,S,OAK,"$495,000 "
,Trevon Wesco\WescTr00,TE,NYJ,"$495,000 "
,Kyler Murray\MurrKy00,QB,ARI,"$495,000 "
,Germaine Pratt\PratGe00,LB,CIN,"$495,000 "
,Drew Sample\SampDr00,TE,CIN,"$495,000 "
,Saquan Hampton\HampSa00,S,NOR,"$495,000 "
,Reggie Bonnafon\BonnRe00,RB,CAR,"$495,000 "
,Tytus Howard\HowaTy00,,HOU,"$495,000 "
,Daniel Ekuale\EkuaDa00,DL,CLE,"$495,000 "
,Damien Harris\HarrDa06,RB,NWE,"$495,000 "
,Charles Omenihu\OmenCh00,DL,HOU,"$495,000 "
,Jawaan Taylor\TaylJa02,OL,JAX,"$495,000 "
,Miles Boykin\BoykMi00,WR,BAL,"$495,000 "
,Cullen Gillaspia\GillCu00,RB,HOU,"$495,000 "
,Juwann Winfree\WinfJu00,WR,DEN,"$495,000 "
,Dennis Daley\DaleDe00,OL,CAR,"$495,000 "
,Juan Thornhill\ThorJu00,S,KAN,"$495,000 "
,Devin White\WhitDe02,LB,TAM,"$495,000 "
,Devin Singletary\SingDe00,RB,BUF,"$495,000 "
,Duke Williams\WillDu01,WR,BUF,"$495,000 "
,Marquise Blair\BlaiMa01,S,SEA,"$495,000 "
,Amani Hooker\HookAm00,S,TEN,"$495,000 "
,Isaiah Prince\PrinIs00,OL,MIA,"$495,000 "
,Troy Fumagalli\FumaTr00,TE,DEN,"$495,000 "
,Quinnen Williams\WillQu00,DL,NYJ,"$495,000 "
,Mecole Hardman\HardMe00,WR,KAN,"$495,000 "
,Jordan Miller\MillJo05,CB,ATL,"$495,000 "
,Dawson Knox\KnoxDa00,TE,BUF,"$495,000 "
,Matt Gay\GayxMa00,K,TAM,"$495,000 "
,Matthew Orzech\OrzeMa00,TE,JAX,"$495,000 "
,Lonnie Johnson\JohnLo01,CB,HOU,"$495,000 "
,Patrick Laird\LairPa00,RB,MIA,"$495,000 "
,Alexander Mattison\MattAl01,RB,MIN,"$495,000 "
,Jalen Thompson\ThomJa04,,ARI,"$495,000 "
,Johnathan Abram\AbraJo01,S,OAK,"$495,000 "
,Trayvon Mullen\MullTr00,CB,OAK,"$495,000 "
,Josh Jacobs\JacoJo01,RB,OAK,"$495,000 "
,Dontavius Russell\RussDo00,DL,JAX,"$495,000 "
,Joejuan Williams\WillJo13,CB,NWE,"$495,000 "
,Jakobi Meyers\MeyeJa01,WR,NWE,"$495,000 "
,Elgton Jenkins\JenkEl00,OL,GNB,"$495,000 "
,Deon Cain\CainDe00,WR,IND,"$495,000 "
,Khalen Saunders\SaunKh00,DT,KAN,"$495,000 "
,Isaiah Mack\MackIs00,DT,TEN,"$495,000 "
,Trayveon Williams\WillTr06,RB,CIN,"$495,000 "
,Chandler Cox\CoxxCh01,RB,MIA,"$495,000 "
,D'Ernest Johnson\JohnDE04,RB,CLE,"$495,000 "
,Jaleel Scott\ScotJa02,WR,BAL,"$495,000 "
,Ty Johnson\JohnTy02,RB,DET,"$495,000 "
,Coleman Shelton\ShelCo00,C,LAR,"$495,000 "
,A.J. Brown\BrowAJ00,WR,TEN,"$495,000 "
,Bennett Jackson\JackBe00,CB,BAL,"$495,000 "
,Evan Baylis\BaylEv00,TE,GNB,"$495,000 "
,Drue Tranquill\TranDr00,LB,LAC,"$495,000 "
,Miles Brown\BrowMi01,DT,ARI,"$495,000 "
,Christian Wilkins\WilkCh00,DL,MIA,"$495,000 "
,Ben Burr-Kirven\BurrBe00,LB,SEA,"$495,000 "
,Julian Love\LoveJu00,CB,NYG,"$495,000 "
,Abdullah Anderson\AndeAb00,DT,CHI,"$495,000 "
,Travin Howard\HowaTr00,OLB,LAR,"$495,000 "
,Jordan Scarlett\ScarJo00,RB,CAR,"$495,000 "
,Jaquan Johnson\JohnJa11,CB,BUF,"$495,000 "
,Austin Seibert\SeibAu00,K,CLE,"$495,000 "
,David Montgomery\MontDa01,RB,CHI,"$495,000 "
,Dwayne Haskins\HaskDw00,QB,WAS,"$495,000 "
,Darwin Thompson\ThomDa06,RB,KAN,"$495,000 "
,Noah Fant\FantNo00,TE,DEN,"$495,000 "
,Cole Mazza\MazzCo01,LS,LAC,"$495,000 "
,Alex Singleton\SingAl00,LB,PHI,"$495,000 "
,Jaeden Graham\GrahJa01,TE,ATL,"$495,000 "
,Kyle Phillips\PhilKy00,DL,NYJ,"$495,000 "
,Zach Triner\TrinZa00,LS,TAM,"$495,000 "
,Jake Rodgers\RodgJa03,T,DEN,"$495,000 "
,Nick Allegretti\AlleNi00,G,KAN,"$495,000 "
,Travis Homer\HomeTr00,RB,SEA,"$495,000 "
,Byron Pringle\PrinBy00,WR,KAN,"$495,000 "
,Preston Williams\WillPr01,WR,MIA,"$495,000 "
,Bobby Okereke\OkerBo00,LB,IND,"$495,000 "
,Montez Sweat\SweaMo00,EDGE,WAS,"$495,000 "
,Brandon Knight\KnigBr01,T,DAL,"$495,000 "
,Amani Oruwariye\OruwAm00,CB,DET,"$495,000 "
,Garrett Bradbury\BradGa00,OL,MIN,"$495,000 "
,Troy Reeder\ReedTr01,LB,LAR,"$495,000 "
,Deandre Baker\BakeDe00,CB,NYG,"$495,000 "
,Dexter Lawrence\LawrDe03,DL,NYG,"$495,000 "
,Cody Barton\BartCo00,LB,SEA,"$495,000 "
,Olamide Zaccheaus\ZaccOl01,WR,ATL,"$495,000 "
,Diontae Spencer\SpenDi00,WR,DEN,"$495,000 "
,Eddy Pineiro\PineEd00,K,CHI,"$495,000 "
,Tony Pollard\PollTo00,RB,DAL,"$495,000 "
,Kingsley Keke\KekeKi00,DL,GNB,"$495,000 "
,David Long\LongDa04,LB,TEN,"$495,000 "
,Ryan Connelly\ConnRy00,LB,NYG,"$495,000 "
,Azeez Al-Shaair\AlShAz00,LB,SFO,"$495,000 "
,D.K. Metcalf\MetcDK00,WR,SEA,"$495,000 "
,Greg Gaines\GainGr00,DL,LAR,"$495,000 "
,Kelvin Harmon\HarmKe00,WR,WAS,"$495,000 "
,Ed Oliver\OlivEd00,DL,BUF,"$495,000 "
,Darryl Johnson\JohnDa10,DE,BUF,"$495,000 "
,Jeremy Reaves\ReavJe00,FS,WAS,"$495,000 "
,Gardner Minshew\MinsGa00,QB,JAX,"$495,000 "
,Nate Davis\DaviNa01,OL,TEN,"$495,000 "
,Blake Cashman\CashBl00,LB,NYJ,"$495,000 "
,Jimmy Moreland\MoreJi00,CB,WAS,"$495,000 "
,Michael Deiter\DeitMi00,OL,MIA,"$495,000 "
,Daniel Jones\JoneDa05,QB,NYG,"$495,000 "
,Cortez Broughton\BrouCo00,DL,LAC,"$495,000 "
,Jaylon Ferguson\FergJa02,DE,BAL,"$495,000 "
,Allen Lazard\LazaAl00,WR,GNB,"$495,000 "
,Jeffery Simmons\SimmJe01,DL,TEN,"$495,000 "
,Nick Bawden\BawdNi00,RB,DET,"$495,000 "
,Michael Jordan\JordMi01,OL,CIN,"$495,000 "
,Marquise Brown\BrowMa04,WR,BAL,"$495,000 "
,Joey Slye\SlyeJo00,K,CAR,"$495,000 "
,Justin Hollins\HollJu00,EDGE,DEN,"$495,000 "
,Joshua Miles\MileJo00,OT,ARI,"$495,000 "
,Jahlani Tavai\TavaJa00,LB,DET,"$495,000 "
,Kris Boyd\BoydKr00,CB,MIN,"$495,000 "
,Bryan Mone\MoneBr00,DT,SEA,"$495,000 "
,Wes Martin\MartWe00,G,WAS,"$495,000 "
,Josh Woods\WoodJo02,LB,CHI,"$495,000 "
,Steven Sims\SimsSt00,WR,WAS,"$495,000 "
,Andrew Beck\BeckAn01,TE,DEN,"$495,000 "
,Cody Ford\FordCo00,OL,BUF,"$495,000 "
,Chris Lindstrom\LindCh00,OL,ATL,"$495,000 "
,Greg Little\LittGr01,OL,CAR,"$495,000 "
,Damion Willis\WillDa11,WR,CIN,"$495,000 "
,Kyle Allen\AlleKy00,QB,CAR,"$495,000 "
,Devin Bush\BushDe01,LB,PIT,"$495,000 "
,Austin Schlottmann\SchlAu00,G,DEN,"$495,000 "
,Nick Gates\GateNi00,OT,NYG,"$495,000 "
,Donovan Wilson\WilsDo01,S,DAL,"$495,000 "
,Deonte Harris\HarrDe07,WR,NOR,"$495,000 "
,KeeSean Johnson\JohnKe07,WR,ARI,"$495,000 "
,Shakial Taylor\TaylSh00,CB,IND,"$495,000 "
,Malik Reed\ReedMa01,LB,DEN,"$495,000 "
,Chris Lacy\LacyCh00,WR,DET,"$495,000 "
,Andre Patton\PattAn00,WR,LAC,"$495,000 "
,Jordan Chunn\ChunJo00,RB,DAL,"$495,000 "
,Jerry Tillery\TillJe00,DL,LAC,"$495,000 "
,Anthony Nelson\NelsAn01,DL,TAM,"$495,000 "
,Ross Pierschbacher\PierRo00,OL,WAS,"$495,000 "
,T.J. Hockenson\HockTJ00,TE,DET,"$495,000 "
,Sean Murphy-Bunting\BuntSe00,CB,TAM,"$495,000 "
,David Long\LongDa02,CB,LAR,"$495,000 "
,C.J. Board\BoarC.00,WR,JAX,"$495,000 "
,Byron Cowart\CowaBy00,DL,NWE,"$495,000 "
,Benny Snell\SnelBe00,,PIT,"$495,000 "
,Scott Miller\MillSc01,WR,TAM,"$495,000 "
,Sione Takitaki\TakiSi00,LB,CLE,"$495,000 "
,Kaden Elliss\ElliKa00,LB,NOR,"$495,000 "
,Mack Wilson\WilsMa03,LB,CLE,"$495,000 "
,Devine Ozigbo\OzigDe01,RB,JAX,"$495,000 "
,Kendall Sheffield\ShefKe00,CB,ATL,"$495,000 "
,Justin Layne\LaynJu00,CB,PIT,"$495,000 "
,Ryan Izzo\IzzoRy00,TE,NWE,"$495,000 "
,Darius Slayton\SlayDa01,WR,NYG,"$495,000 "
,Robert Jackson\JackRo00,CB,CLE,"$495,000 "
,L.J. Collier\CollLJ00,DL,SEA,"$495,000 "
,Dakota Allen\AlleDa01,LB,OAK,"$495,000 "
,Keisean Nixon\NixoKe00,CB,OAK,"$495,000 "
,John Ursua\UrsuJo00,WR,SEA,"$495,000 "
,Brian Burns\BurnBr00,EDGE,CAR,"$495,000 "
,Samuel Eguavoen\EguaSa00,LB,MIA,"$495,000 "
,Chauncey Gardner-Johnson\GardCh00,S,NOR,"$495,000 "
,JJ Arcega-Whiteside\ArceJJ00,WR,PHI,"$495,000 "
,Gunner Olszewski\OlszGu00,WR,NWE,"$495,000 "
,Jordan Kunaszyk\KunaJo00,LB,CAR,"$495,000 "
,Jomal Wiltz\WiltJo01,DB,MIA,"$495,000 "
,Austin Cutting\CuttAu00,LS,MIN,"$495,000 "
,Steven Parker\ParkSt00,DB,MIA,"$495,000 "
,Darrius Shepherd\ShepDa00,WR,GNB,"$495,000 "
,Emmanuel Moseley\MoseEm00,CB,SFO,"$495,000 "
,Hale Hentges\HentHa00,TE,WAS,"$495,000 "
,Andrew Brown\BrowAn05,DE,CIN,"$495,000 "
,Mark Fields\FielMa01,CB,MIN,"$495,000 "
,Nasir Adderley\AddeNa00,S,LAC,"$495,000 "
,Rock Ya-Sin\Ya-SRo00,CB,IND,"$495,000 "
,John Cominsky\ComiJo00,DE,ATL,"$495,000 "
,Jarrett Stidham\StidJa00,QB,NWE,"$495,000 "
,J.P. Holtz\HoltJ.01,TE,2TM,"$495,000 "
,Deebo Samuel\SamuDe00,WR,SFO,"$495,000 "
,Ryquell Armstead\ArmsRy00,RB,JAX,"$495,000 "
,Bobby Evans\EvanBo00,OL,LAR,"$495,000 "
,Hercules Mata'afa\MataHe00,DE,MIN,"$495,000 "
,Chase Winovich\WinoCh00,EDGE,NWE,"$495,000 "
,Jake Bailey\BailJa00,P,NWE,"$495,000 "
,Deionte Thompson\ThomDe06,S,ARI,"$495,000 "
,Andy Isabella\IsabAn00,WR,ARI,"$495,000 "
,Tuzar Skipper\SkipTu00,LB,NYG,"$495,000 "
,Joe Jackson\JackJo02,EDGE,DAL,"$495,000 "
,Kevin Strong\StroKe00,DT,DET,"$495,000 "
,David Edwards\EdwaDa01,OL,LAR,"$495,000 "
,Miles Sanders\SandMi01,RB,PHI,"$495,000 "
,Rolan Milligan\MillRo03,S,IND,"$495,000 "
,John Atkins\AtkiJo01,DT,DET,"$495,000 "
,Marvell Tell\TellMa00,S,IND,"$495,000 "
,Chris Lammons\LammCh00,DB,MIA,"$495,000 "
,Corey Ballentine\BallCo00,CB,NYG,"$495,000 "
,Darrell Henderson\HendDa00,RB,LAR,"$495,000 "
,Rashad Fenton\FentRa00,CB,KAN,"$495,000 "
,Byron Murphy\MurpBy00,CB,ARI,"$495,000 "
,Erik McCoy\McCoEr01,OL,NOR,"$495,000 "
,Brandon Dillon\DillBr00,TE,MIN,"$495,000 "
,Andre James\JameAn01,T,OAK,"$495,000 "
,Braxton Berrios\BerrBr00,WR,NYJ,"$495,000 "
,Cole Holcomb\HolcCo00,LB,WAS,"$495,000 "
,Emeke Egbule\EgbuEm00,LB,LAC,"$495,000 "
,Shaq Calhoun\CalhSh01,G,MIA,"$495,000 "
,Nick Scott\ScotNi01,S,LAR,"$495,000 "
,Luke Gifford\GiffLu00,LB,DAL,"$495,000 "
,Will Harris\HarrWi02,S,DET,"$495,000 "
,Duke Shelley\ShelDu00,CB,CHI,"$495,000 "
,Jamarco Jones\JoneJa08,OT,SEA,"$495,000 "
,Simeon Thomas\ThomSi00,CB,WAS,"$495,000 "
,Sam Ficken\FickSa00,K,NYJ,"$495,000 "
,Jonathan Ledbetter\LedbJo01,DE,MIA,"$495,000 "
,Cam Sims\SimsCa00,WR,WAS,"$495,000 "
,Oshane Ximines\XimiOs00,EDGE,NYG,"$495,000 "
,Michael Dogbe\DogbMi00,DL,ARI,"$495,000 "
,Josh Allen\AlleJo03,EDGE,JAX,"$495,000 "
,Dare Ogunbowale\OgunDa00,RB,TAM,"$495,000 "
,Christian Miller\MillCh04,EDGE,CAR,"$495,000 "
,Parris Campbell\CampPa00,WR,IND,"$495,000 "
,Max Scharping\SchaMa01,OT,HOU,"$495,000 "
,Cedrick Wilson\WilsCe01,WR,DAL,"$495,000 "
,Xavier Crawford\CrawXa00,CB,HOU,"$495,000 "
,Jamie Gillan\GillJa00,P,CLE,"$495,000 "
,Andrew Wingard\WingAn01,S,JAX,"$495,000 "
,Ryan Hunter\HuntRy00,T,KAN,"$495,000 "
,Natrez Patrick\PatrNa00,LB,LAR,"$495,000 "
,Fred Brown\BrowFr01,WR,DEN,"$495,000 "
,Dan Skipper\SkipDa00,OT,HOU,"$495,000 "
,Carl Granderson\GranCa01,DE,NOR,"$495,000 "
,Kaleb McGary\McGaKa00,OL,ATL,"$495,000 "
,Trysten Hill\HillTr00,DL,DAL,"$495,000 "
,Daniel Brunskill\BrunDa00,OT,SFO,"$495,000 "
,Alex Redmond\RedmAl01,G,CIN,"$493,236 "
